original_smiles,augmented_smiles,augmentation_type,scaffold,split
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,original,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,C(C)c1c2c3n(CCS(N(c3cc(C(=O)NC(C(O)C[NH2+]C3CCOCC3)Cc3ccccc3)c2)CC(F)(F)F)(=O)=O)c1,random_smiles,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,c1ccccc1CC(NC(c1cc2c(cn3CCS(=O)(=O)N(CC(F)(F)F)c(c32)c1)CC)=O)C(C[NH2+]C1CCOCC1)O,random_smiles,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,C1OCCC([NH2+]CC(O)C(Cc2ccccc2)NC(=O)c2cc3N(CC(F)(F)F)S(=O)(=O)CCn4cc(CC)c(c34)c2)C1,random_smiles,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,c1cc(CC(C(C[NH2+]C2CCOCC2)O)NC(c2cc3c4c(c2)c(cn4CCS(=O)(=O)N3CC(F)(F)F)CC)=O)ccc1,random_smiles,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,FC(F)(F)CN1c2cc(C(=O)NC(Cc3ccccc3)C(O)C[NH2+]C3CCOCC3)cc3c2n(cc3CC)CCS1(=O)=O,random_smiles,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,CCc1cn2c3c(cc(C(O)=NC(Cc4ccccc4)C(O)C[NH2+]C4CCOCC4)cc13)N(CC(F)(F)F)S(=O)(=O)CC2,tautomer,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)CC(F)(F)F,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CCOCC4)cc13)N(CC(F)(F)F)S(=O)(=O)CC2,tautomer,O=C(NC(CC[NH2+]C1CCOCC1)Cc1ccccc1)c1cc2c3c(ccn3CCS(=O)(=O)N2)c1,val
Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,original,O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,train
Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,c1ccc(cc1)C1CC(N(C(C2C[NH2+]CC32CCCc2nc(ccc23)Cl)=O)CC1)C1CCCCC1,random_smiles,O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,train
Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,c1(C2CC(C3CCCCC3)N(C(=O)C3C[NH2+]CC43CCCc3c4ccc(Cl)n3)CC2)ccccc1,random_smiles,O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,train
Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,C(N1CCC(CC1C1CCCCC1)c1ccccc1)(=O)C1C2(C[NH2+]C1)c1c(CCC2)nc(Cl)cc1,random_smiles,O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,train
Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,c12CCCC3(c2ccc(n1)Cl)C(C(N1CCC(c2ccccc2)CC1C1CCCCC1)=O)C[NH2+]C3,random_smiles,O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,train
Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,C1(C2CCCCC2)CC(c2ccccc2)CCN1C(=O)C1C[NH2+]CC21c1ccc(nc1CCC2)Cl,random_smiles,O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,train
Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,OC(=C1C[NH2+]CC12CCCc1nc(Cl)ccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,tautomer,O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,train
Clc1nc2c(cc1)C1(CCC2)C[NH2+]CC1C(=O)N1CCC(CC1C1CCCCC1)c1ccccc1,O=C(C1C[NH2+]CC12CCCc1nc(Cl)ccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,tautomer,O=C(C1C[NH2+]CC12CCCc1ncccc12)N1CCC(c2ccccc2)CC1C1CCCCC1,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,original,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,c1(cc2C([NH2+]CC(C(NC(=O)COC)Cc3ccc(-c4sccn4)cc3)O)CC3(CCC3)Oc2nc1)CC(C)(C)C,random_smiles,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,O=C(NC(Cc1ccc(cc1)-c1sccn1)C(C[NH2+]C1c2c(OC3(CCC3)C1)ncc(CC(C)(C)C)c2)O)COC,random_smiles,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,O(C)CC(=O)NC(C(C[NH2+]C1c2c(OC3(CCC3)C1)ncc(c2)CC(C)(C)C)O)Cc1ccc(-c2sccn2)cc1,random_smiles,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,C1(CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2)[NH2+]CC(C(NC(=O)COC)Cc1ccc(-c2sccn2)cc1)O,random_smiles,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,C(NC(=O)COC)(C(O)C[NH2+]C1c2cc(CC(C)(C)C)cnc2OC2(CCC2)C1)Cc1ccc(cc1)-c1nccs1,random_smiles,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COCC(O)=NC(Cc1ccc(-c2nccs2)cc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,tautomer,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COCC(=O)NC(Cc1ccc(-c2nccs2)cc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,tautomer,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
s1ccnc1-c1ccc(cc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COC=C(O)NC(Cc1ccc(-c2nccs2)cc1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,tautomer,c1cnc2c(c1)C([NH2+]CCCCc1ccc(-c3nccs3)cc1)CC1(CCC1)O2,train
Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,original,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NOCCN12,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,c1(ncccc1-c1cccc(C2(C3=NOCCN3C(=N2)N)c2ccc(OC(F)(F)F)cc2)c1)F,random_smiles,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NOCCN12,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,n1c(F)c(-c2cccc(c2)C2(c3ccc(OC(F)(F)F)cc3)C3=NOCCN3C(N)=N2)ccc1,random_smiles,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NOCCN12,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,O(c1ccc(cc1)C1(N=C(N)N2C1=NOCC2)c1cc(ccc1)-c1cccnc1F)C(F)(F)F,random_smiles,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NOCCN12,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,c1(-c2c(F)nccc2)cccc(C2(C3=NOCCN3C(N)=N2)c2ccc(OC(F)(F)F)cc2)c1,random_smiles,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NOCCN12,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,c1ccnc(F)c1-c1cc(C2(c3ccc(OC(F)(F)F)cc3)N=C(N)N3CCON=C23)ccc1,random_smiles,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NOCCN12,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,N=C1NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NOCCN12,tautomer,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NOCCN12,val
Fc1ncccc1-c1cc(ccc1)C1(N=C(N2C1=NOCC2)N)c1ccc(OC(F)(F)F)cc1,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NOCCN12,tautomer,C1=NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C2=NOCCN12,val
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,original,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,c1(cccc(C2(N=C(N)N(C2=O)C)c2ccc(c(c2)C)OC)c1)-c1cncnc1,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,c1c(cncn1)-c1cccc(C2(c3cc(c(cc3)OC)C)C(N(C)C(=N2)N)=O)c1,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,C1(C(N=C(N1C)N)(c1cc(C)c(cc1)OC)c1cccc(c1)-c1cncnc1)=O,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,C1(N)N(C(C(c2ccc(OC)c(c2)C)(N=1)c1cccc(-c2cncnc2)c1)=O)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,c1ncncc1-c1cccc(c1)C1(C(N(C)C(=N1)N)=O)c1cc(c(cc1)OC)C,random_smiles,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,COc1ccc(C2(c3cccc(-c4cncnc4)c3)NC(=N)N(C)C2=O)cc1C,tautomer,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
O(C)c1ccc(cc1C)C1(N=C(N)N(C)C1=O)c1cc(ccc1)-c1cncnc1,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,tautomer,O=C1NC=NC1(c1ccccc1)c1cccc(-c2cncnc2)c1,test
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,original,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,c1ncncc1-c1cccc(c1)[C@@]1(C(=O)N(C(N)=N1)C)c1cc(CC)ncc1,random_smiles,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,NC1=N[C@@](c2cc(ncc2)CC)(C(=O)N1C)c1cccc(-c2cncnc2)c1,random_smiles,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,C(C)c1nccc([C@]2(C(=O)N(C)C(=N2)N)c2cccc(-c3cncnc3)c2)c1,random_smiles,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,CN1C(=O)[C@](c2cc(-c3cncnc3)ccc2)(c2cc(CC)ncc2)N=C1N,random_smiles,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,c1([C@]2(c3cc(ncc3)CC)C(=O)N(C(N)=N2)C)cc(-c2cncnc2)ccc1,random_smiles,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,CC=C1C=C([C@]2(c3cccc(-c4cncnc4)c3)NC(=N)N(C)C2=O)C=CN1,tautomer,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,CC=C1C=C([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)C=CN1,tautomer,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O=C1N(C)C(=N[C@@]1(c1cc(ccc1)-c1cncnc1)c1cc(ncc1)CC)N,CCc1cc([C@]2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)ccn1,tautomer,O=C1NC=N[C@]1(c1ccncc1)c1cccc(-c2cncnc2)c1,train
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,original,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccccc2)c1,test
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,N1(C)C(=NC(c2cc(ccc2)-c2cccc(OC)c2)(C1=O)c1ccncc1)N,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccccc2)c1,test
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,c1c(C2(C(N(C)C(=N2)N)=O)c2cccc(c2)-c2cccc(c2)OC)ccnc1,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccccc2)c1,test
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,c1cc(cc(-c2cccc(OC)c2)c1)C1(c2ccncc2)N=C(N(C1=O)C)N,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccccc2)c1,test
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,O=C1N(C(N)=NC1(c1cc(ccc1)-c1cc(OC)ccc1)c1ccncc1)C,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccccc2)c1,test
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,C1(=O)N(C)C(N)=NC1(c1ccncc1)c1cc(ccc1)-c1cc(OC)ccc1,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccccc2)c1,test
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N(C)C3=O)c2)c1,tautomer,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccccc2)c1,test
O(C)c1cc(ccc1)-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,COc1cccc(-c2cccc(C3(c4ccncc4)NC(=N)N(C)C3=O)c2)c1,tautomer,O=C1NC=NC1(c1ccncc1)c1cccc(-c2ccccc2)c1,test
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,original,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,c1cc(ccn1)C1(c2cc(-c3c(F)nccc3)ccc2)C(N(C)C(N)=N1)=O,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,NC1N(C(=O)C(c2cc(-c3c(F)nccc3)ccc2)(c2ccncc2)N=1)C,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,c1(-c2cccnc2F)cc(C2(N=C(N(C)C2=O)N)c2ccncc2)ccc1,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,c1c(C2(c3ccncc3)C(=O)N(C(=N2)N)C)cccc1-c1c(nccc1)F,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,c1cc(ccn1)C1(N=C(N(C1=O)C)N)c1cccc(-c2cccnc2F)c1,random_smiles,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,CN1C(=O)C(c2ccncc2)(c2cccc(-c3cccnc3F)c2)N=C1N,tautomer,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)C1(N=C(N)N(C)C1=O)c1ccncc1,CN1C(=N)NC(c2ccncc2)(c2cccc(-c3cccnc3F)c2)C1=O,tautomer,O=C1NC=NC1(c1ccncc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,original,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,c1cc(-c2cccnc2F)cc([C@@]2(C(N(C)C(N)=N2)=O)c2ccc(cc2)OC)c1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,c1c([C@]2(C(=O)N(C)C(=N2)N)c2cccc(-c3c(nccc3)F)c2)ccc(OC)c1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,NC1N(C)C(=O)[C@@](N=1)(c1ccc(OC)cc1)c1cccc(-c2cccnc2F)c1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,c1(ccc(OC)cc1)[C@]1(c2cccc(-c3cccnc3F)c2)N=C(N(C)C1=O)N,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,NC1=N[C@](c2ccc(OC)cc2)(c2cc(-c3c(F)nccc3)ccc2)C(N1C)=O,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,COc1ccc([C@]2(c3cccc(-c4cccnc4F)c3)NC(=N)N(C)C2=O)cc1,tautomer,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OC)cc1,COc1ccc([C@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cc1,tautomer,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,original,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,C1(N)=N[C@@](c2cccc(c2)-c2c(nccc2)F)(c2ccc(cc2)OCCF)C(N1C)=O,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,c1nc(F)c(cc1)-c1cccc([C@@]2(C(N(C(=N2)N)C)=O)c2ccc(cc2)OCCF)c1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,c1cc(ccc1OCCF)[C@@]1(c2cccc(c2)-c2c(F)nccc2)C(N(C(N)=N1)C)=O,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,NC1=N[C@@](C(N1C)=O)(c1cccc(c1)-c1c(nccc1)F)c1ccc(OCCF)cc1,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,N1(C(=O)[C@](c2cccc(-c3cccnc3F)c2)(c2ccc(OCCF)cc2)N=C1N)C,random_smiles,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,CN1C(=O)[C@@](c2ccc(OCCF)cc2)(c2cccc(-c3cccnc3F)c2)N=C1N,tautomer,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
Fc1ncccc1-c1cc(ccc1)[C@]1(N=C(N)N(C)C1=O)c1ccc(OCCF)cc1,CN1C(=N)N[C@](c2ccc(OCCF)cc2)(c2cccc(-c3cccnc3F)c2)C1=O,tautomer,O=C1NC=N[C@]1(c1ccccc1)c1cccc(-c2cccnc2)c1,train
